query,actual,prediction,score,model,method,correct
"one-dimensional and multi-dimensional substring selectivity estimation h jagadish , o kapitskaia , r ng , d srivastava nan vldb j. 2000.0","one-dimensional and multi-dimensional substring selectivity estimation hv jagadish , o kapitskaia , rt ng , d srivastava 2000.0 nan the vldb journal the international journal on very large & hellip ; , nan","multi-dimensional substring selectivity estimation 1999.0 hv jagadish , o kapitskaia , rt ng , d srivastava vldb , nan",86.27450980392157,rapidfuzz,fuzzy,0
"bypassing joins in disjunctive queries m steinbrunn , k peithner , g moerkotte , a kemper vldb 1995.0","bypassing joins in disjunctive queries vldb , 1995.0 acm.org nan nan","bypassing joins in disjunctive queries a kemper , g moerkotte , k peithner , m steinbrunn nan proc . of the 21st int . conf . on very large data bases , & hellip ; , nan",68.88888888888889,rapidfuzz,fuzzy,0
"locating data sources in large distributed systems vldb l galanis , y wang , s jeffery , d dewitt nan 2003.0","locating data sources in large distributed systems l galanis , y wang , sr jeffery , dj dewitt vldb , nan nan 2003.0","locating data sources in large distributed systems l galanis , y wang , sr jeffery , dj dewitt vldb , nan nan 2003.0",93.75,rapidfuzz,fuzzy,1
"an open storage system for abstract objects s blott , l relly , h schek sigmod conference nan nan 1996.0","an abstract-object storage manager s blott , l relly , hj schek & hellip ; 1996 acm sigmod int . conf . on management of data , acm sigmod nan nan nan","an open storage system for abstract objects s blott , l relly , hj schek nan sigmod conference , nan",96.07843137254902,rapidfuzz,fuzzy,0
"active rules for xml : a new paradigm for e-services vldb j. 2001 a bonifati , s ceri , s paraboschi nan nan","active rules for xml : a new paradigm for e-services a bonifati , s ceri , s paraboschi the vldb journal the international journal on very large & hellip ; , 2001.0","active rules for xml : a new paradigm for e-services a bonifati , s ceri , s paraboschi the vldb journal the international journal on very large & hellip ; , 2001.0",77.94117647058823,rapidfuzz,fuzzy,1
"workflow management with service quality guarantees 2002 m gillmann , g weikum , w wonner sigmod conference nan",workflow management with service quality guarantees m gillmann nan nan,"workflow management with service quality guarantees ( sigmod02 ) m gillmann , g weikum , w wonner nan sigmod nan",85.20179372197309,rapidfuzz,fuzzy,0
"computing iceberg queries efficiently 1998 m fang , n shivakumar , h garcia-molina , r motwani , j ullman vldb nan","computing iceberg queries ecientlyproc . 1996 int m fang , n shivakumar , hg molina , r motwani , jd conf . very large data bases , nan nan nan","computing iceberg queries efficiently m fang , n shivakumar , h garcia-molina , r motwani , vldb , 1998.0 nan nan nan",90.9090909090909,rapidfuzz,fuzzy,0
"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996 nan sigmod record nan","database research : achievements and opportunities into the 1st century acm sigmod record , a silberschatz , m stonebraker , j ullman nan 1996.0","database research : achievements and opportunities into the 21st century sigmod record , a silberschatz , m stonebraker , j ullman nan 1996.0",97.16312056737588,rapidfuzz,fuzzy,0
"an asynchronous avoidance-based cache consistency algorithm for client caching dbmss m жzsu , k voruganti , r unrau vldb 1998.0","an asynchronous avoidance-based cache consistency algorithm for client caching dbmss , k voruganti , rc unrau vldb , 1998.0 nan nan nan","an asynchronous avoidance-based cache consistency algorithm for client caching dbmss , k voruganti , rc unrau vldb , 1998.0 nan nan nan",92.36641221374046,rapidfuzz,fuzzy,1
an introduction to spatial database systems vldb j. 1994 r gќting nan nan,an introduction to spatial database systems portal.acm.org 1994.0 nan nan nan,fluting . an introduction to spatial database systems the vldb o gã ? nan nan,84.0,rapidfuzz,fuzzy,0
state of the art in workflow management research and products 1996 nan nan nan,"workflow management systems : state of the art on research and products , tutorial notes int . conf . on extending database technology , avignon , c mohan nan nan","state of the art in workflow management research and products sigmod conference , c mohan nan 1996.0",82.02247191011236,rapidfuzz,fuzzy,0
reminiscences on influential papers nan nan 2001.0,reminiscences on influential papers ka ross 2002.0 nan sigmod nan,reminiscences on influential papers ka ross 2002.0 nan sigmod nan,85.21739130434783,rapidfuzz,fuzzy,1
guest editorial nan nan 2003.0,"guest editorial v atluri , a joshi , y yesha 2003.0 nan the vldb journal the international journal on very large & hellip ; , nan",guest editorial p aplin nan nan,78.68852459016394,rapidfuzz,fuzzy,0
querying and mining data streams : you only get one look a tutorial nan nan 2002.0,"query and mining data streams : you only get one look m garofalakis , j gehrke , r rastogi nan nan","querying and mining data streams : you only get one look a tutorial mn garofalakis , j gehrke , r rastogi nan sigmod conference , 2002.0",73.39449541284404,rapidfuzz,fuzzy,0
"semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , s chen , x lu , x ma , a vaschillo , a shaposhnikov , d vasilevsky nan vldb 2000.0","semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , sc chen , x lu , x ma , a 2000.0 nan proceedings of the international conference on very large & hellip ; , nan","semantic access : semantic interface for querying databases n rishe , j yuan , r athauda , sc chen , x lu , x ma , a 2000.0 nan proceedings of the international conference on very large & hellip ; , nan",73.06666666666666,rapidfuzz,fuzzy,1
using schematically heterogeneous structures r miller sigmod conference 1998.0,using schematically heterogeneous structures rj miller nan nan,using schematically heterogeneous structures rj miller nan nan,75.71428571428571,rapidfuzz,fuzzy,1
"towards effective and efficient free space management m mcauliffe , m carey , m solomon sigmod conference 1996.0","towards effective and efficient free space management ml mcaulie , mj carey , mh solomon proceedings of the 1996 acm sigmod international conference nan","towards effective and efficient free space management ml mcaulie , mj carey , mh solomon proceedings of the 1996 acm sigmod international conference nan",78.78787878787878,rapidfuzz,fuzzy,1
"gigascope : a stream database for network applications sigmod conference 2003 c cranor , t johnson , o spatscheck , v shkapenyuk nan nan","bgigascope : a stream database for network applications , ^ in proceedings of the acm international c cranor , t johnson , o spataschek , v shkapenyuk nan 2003.0","gigascope : a stream database for network applications 2003.0 cd cranor , t johnson , v shkapenyuk sigmod conference , nan",92.24806201550388,rapidfuzz,fuzzy,0
"the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima vldb 2000 nan nan nan","the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima 2000.0 nan vldb , nan","the a-tree : an index structure for high-dimensional spaces using relative approximation y sakurai , m yoshikawa , s uemura , h kojima 2000.0 nan vldb , nan",97.43589743589743,rapidfuzz,fuzzy,1
"workflow automation : applications , technology , and research ( tutorial ) nan nan 1995.0","workflow automation : technology , applications , and research caise 95 tutorial a sheth nan nan","workflow automation : technology , applications , and research caise 95 tutorial a sheth nan nan",88.17204301075269,rapidfuzz,fuzzy,1
"panel : is generic metadata management feasible ? vldb 2000 p bernstein , l haas , m jarke , e rahm , g wiederhold nan nan","panel : is generic metadata management feasible ? pa bernstein vldb , 2000.0","panel : is generic metadata management feasible ? pa bernstein vldb , 2000.0",73.73737373737373,rapidfuzz,fuzzy,1
"a consensus glossary of temporal database concepts sigmod record c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia nan 1994.0",", sk gadi p. hayes and s. jajodia ( e & ) : â ?? a consensus glossary of temporal database conceptsâ ?? a chf sig3fod cs jensen , j cliftord nan nan","a consensus glossary of temporal database concepts sigmod record , 1994.0 csjj clifford , r elmasri , c dyreson , f grandi , wkn nan nan",82.31046931407943,rapidfuzz,fuzzy,0
"report on the first international conference on ontologies , databases and applications of semantics 2003 nan nan nan","report on the first international conference on ontologies , databases and applications of semantics k aberer 2003.0 nan sigmod record , nan","report on the first international conference on ontologies , databases and applications of semantics k aberer 2003.0 nan sigmod record , nan",88.715953307393,rapidfuzz,fuzzy,1
"gloss : text-source discovery over the internet acm trans . database syst . l gravano , h garcia-molina , a tomasic nan 1999.0","gloss : text-source discovery over the internet l gravano , h garcia-molina , a tomasic acm transactions on database systems , 1999.0","gloss : text-source discovery over the internet l gravano , h garcia-molina , a tomasic acm transactions on database systems , 1999.0",93.43629343629344,rapidfuzz,fuzzy,1
"optimal clip ordering for multi-clip queries r ng , p shum 1998 nan vldb j. nan","optimal clip ordering for multi-clip queries rt ng , p shum 1998.0 nan the vldb journal the international journal on very large & hellip ; , nan",optimal clip ordering for multi-clip queries p shum nan nan 1996.0,86.89655172413792,rapidfuzz,fuzzy,0
"supply chain infrastructures : system integration and information sharing 2002 m ball , m ma , l raschid , z zhao sigmod record nan","supply chain infrastructures : system integration and information sharing mo ball , m ma , l raschid , z zhao sigmod record , nan nan 2002.0","supply chain infrastructures : system integration and information sharing mo ball , m ma , l raschid , z zhao sigmod record , nan nan 2002.0",96.6789667896679,rapidfuzz,fuzzy,1
"discovery of multiple-level association rules from large databases j han , y fu 1995 nan vldb nan","mining multiple-level association rules in large databases j han , y fu nan nan nan","discovery of multiple-level association rules from large databases 1995.0 j han , y fu nan nan",96.33507853403141,rapidfuzz,fuzzy,0
"aquery : query language for ordered data , optimization techniques , and experiments 2003 a lerner , d shasha vldb nan","aquery : query language for ordered data a lerner , d shasha optimization techniques , and experiments , in vldb , nan nan nan","aquery : query language for ordered data a lerner , d shasha optimization techniques , and experiments , in vldb , nan nan nan",93.44262295081968,rapidfuzz,fuzzy,1
"beyond market baskets : generalizing association rules to correlations 1997 s brin , r motwani , c silverstein sigmod conference nan","beyond market basket : generaliing association rules to correlations s brin , r motwani , c silverstein proceedings of the 1997 acm-sigmod conference on management nan","beyond market baskets : generalizing association rules to correlations c silverstein , r motwani , s brin nan proc . acm sigmod conf , nan",90.37037037037037,rapidfuzz,fuzzy,0
"on computing correlated aggregates over continual data streams 2001 j gehrke , f korn , d srivastava sigmod conference nan","on computing correlated aggregates over continual data streams 2001.0 j gehrke , f korn , d srivastava sigmod conference , nan","on computing correlated aggregates over continual data streams 2001.0 j gehrke , f korn , d srivastava sigmod conference , nan",98.38709677419355,rapidfuzz,fuzzy,1
"the bucky object-relational benchmark ( experience paper ) 1997 m carey , d dewitt , j naughton , m asgarian , p brown , j gehrke , d shah sigmod conference nan","the bucky object-relational benchmark mj carey sigmod rec , nan nan 1997.0","the bucky object-relational benchmark ( experience paper ) mj carey , dj dewitt , jf naughton , m asgarian , p sigmod conference , nan",87.75510204081633,rapidfuzz,fuzzy,0
"query flocks : a generalization of association-rule mining 1998 s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal sigmod conference nan","query flocks : an extension to association-rule mining s tsur , jd ullman , s abiteboul , c clifton , r 1998.0 nan nan nan","a generalization of association-rule mining , d q flocks tsur , jd ullman , s. abiteboul , c. clifton , r. motwani , s. & hellip ; , nan",78.28947368421053,rapidfuzz,fuzzy,0
"devise : integrated querying and visual exploration of large datasets ( demo abstract ) sigmod conference 1997 m livny , r ramakrishnan , k beyer , g chen , d donjerkovic , s lawande , j myllymaki , r wenger nan nan","devise : integrated querying and visual exploration of large datasets sigmod rec , 1997.0 m livny , r ramakrishnan , k beyer , g chen , d nan nan","devise : integrated querying and visual exploration of large datasets ( demo abstract ) m livny , r ramakrishnan , ks beyer , g chen , d sigmod conference , 1997.0",84.65608465608466,rapidfuzz,fuzzy,0
"v-trees - a storage method for long vector data 1994 m mediano , m casanova , m dreux vldb nan","v-trees-a storage method for long vector data 1994.0 mr mediano proceedings of the international conference on very large & hellip ; , nan","v-trees-a storage method for long vector data 1994.0 mr mediano proceedings of the international conference on very large & hellip ; , nan",61.206896551724135,rapidfuzz,fuzzy,1
"crawling the hidden web s raghavan , h garcia-molina nan vldb 2001.0",garcia-molina . h. crawling the hidden web s raghavan tenth international world wide web nan,"crawling the hidden web s raghavan , h garcia-molina vldb , 2001.0",95.52238805970148,rapidfuzz,fuzzy,0
"stholes : a multidimensional workload-aware histogram n bruno , s chaudhuri , l gravano 2001 nan sigmod conference nan","stholes : a multidimensional workload-aware histogram in : proceedings of the 2001 acm sigmod santa barbara , may , n bruno , s chaudhuri , l gravano nan nan","stholes : a multidimensional workload-aware histogram n bruno , s chaudhuri , l gravano sigmod conference , nan nan 2001.0",98.33333333333333,rapidfuzz,fuzzy,0
odmg-93 : a standard for object-oriented dbmss r cattell 1994 nan sigmod conference nan,"odmg-93 : a standard for oodbmss rgg cattell sigmod rec , nan nan nan",odmg-93 : a standard for object-oriented dbmss rgg cattell nan nan,84.9673202614379,rapidfuzz,fuzzy,0
"views in a large scale xml repository s cluet , p veltri , d vodislav vldb 2001.0","views in a large scale xml repository - group of 2 & raquo ; s cluet , p veltri , d vodislav , b reference 2001.0 nan proceedings of the 27th international conference on very & hellip ; , nan","views in a large scale xml repository [ c ] c sophie , v pierangelo , v dan nan 2001.0",69.46107784431138,rapidfuzz,fuzzy,0
krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998 nan nan nan,"report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ) a borgida 1998.0 nan sigmod record , nan","report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ) a borgida 1998.0 nan sigmod record , nan",81.14754098360656,rapidfuzz,fuzzy,1
"on the computation of multidimensional aggregates s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi vldb 1996 nan nan nan","sarawagi ; s. : on the computation of multidimesnional aggregates proc . 22nd international conference on very large data bases & hellip ; , s agarwal , r agrawal , pm deshpande , a gupta , jf nan nan","raghu ramakrishnan , sunita sarawagi . on the computation of multidimensional aggregates proceedings of 22th international conference on very large s agarwal , r agrawal , pm deshpande , a gupta , jf nan nan",75.74931880108991,rapidfuzz,fuzzy,0
"xml repository and active views demonstration s abiteboul , v aguilera , s ailleret , b amann , s cluet , b hills , f hubert , j mamou , a marian , l mignet , t milo , c santos , b tessier , a vercoustre vldb nan nan 1999.0","xml repository and active views demonstration proceedings of the 25th vldb conference , edinburgh , uk , 1999.0 jc mamou , c souza , s abiteboul , v aguilera , s nan nan","xml repository and active views demonstration proceedings of the 25th vldb conference , edinburgh , uk , 1999.0 jc mamou , c souza , s abiteboul , v aguilera , s nan nan",66.3265306122449,rapidfuzz,fuzzy,1
"xsb as a deductive database k sagonas , t swift , d warren sigmod conference 1994 nan nan nan","xsb as an efficient deductive database engine kst swift , ds warren 1994.0 nan nan nan","xsb as an efficient deductive database engine , 1993 k sagonas , t swift , ds warren nan nan nan",76.19047619047619,rapidfuzz,fuzzy,0
workshop report on experiences using object data management in the real-world 1998 nan nan nan,"workshop report on experiences using object data management in the real-world ab chaudhri sigmod record , nan nan 1998.0","workshop report on experiences using object data management in the real-world ab chaudhri sigmod record , nan nan 1998.0",84.11214953271028,rapidfuzz,fuzzy,1
"lore : a lightweight object repository for semistructured data d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener 1996 nan sigmod conference nan","lore : a lightweight object repository for semistructured data . acms anthology , p edition nan nan","lore : a database management system for semistructured data j mchugh , s abiteboul , r goldman , d quass , j widom 1997.0 nan sigmod record , nan",63.24324324324324,rapidfuzz,fuzzy,0
"processing set expressions over continuous update streams s ganguly , m garofalakis , r rastogi sigmod conference nan nan 2003.0","processing set expressions over continuous update streams s ganguly , mn garofalakis , r rastogi sigmod conference , 2003.0 nan nan nan","processing set expressions over continuous update streams s ganguly , mn garofalakis , r rastogi sigmod conference , 2003.0 nan nan nan",97.33840304182509,rapidfuzz,fuzzy,1
a single pass computing engine for interactive analysis of vldbs t mihalisin nan vldb 1998.0,"a single pass computing engine for interactive analysis of vldbs 1998.0 t mihalisin vldb , nan","a single pass computing engine for interactive analysis of vldbs 1998.0 t mihalisin vldb , nan",98.9247311827957,rapidfuzz,fuzzy,1
introduction to constraint databases - book review nan nan 2002.0,"introduction to constraint databases 2002.0 b kuijpers acm sigmod record , nan",introduction to constraint databases pz revesz nan 2002.0,86.88524590163934,rapidfuzz,fuzzy,0
"what is the data warehousing problem ? ( are materialized views the answer ? ) a gupta , i mumick 1996 nan vldb nan","what is the data warehousing problem ? ( are materialized views the answer ? ) proceedings of the 22th international conference on very & hellip ; , 1996.0 a gupta , is mumick nan nan","what is the data warehousing problem a gupta , is mumick nan are materialized views the nan",87.37864077669903,rapidfuzz,fuzzy,0
"watchman : a data warehouse intelligent cache manager p scheuermann , j shim , r vingralek vldb 1996 nan nan nan","j : shim , and r. vingralek . watchman : a data warehouse intelligent cache manager p scheuermann nan nan nan","j : shim , and r. vingralek . watchman : a data warehouse intelligent cache manager p scheuermann nan nan nan",92.3076923076923,rapidfuzz,fuzzy,1
"approximate medians and other quantiles in one pass and with limited memory 1998 g manku , s rajagopalan , b lindsay sigmod conference nan","approximatemediansandother quantilesinonepass and with limited memory gs manku , s rajagopalan , bg lindsay proceedings of acm sigmod , nan","approximate medians and other quantiles in one pass and with limited memory gs manku , s rajagopalan , bg lindsay sigmod conference , 1998.0",96.40287769784173,rapidfuzz,fuzzy,0
"supporting incremental join queries on ranked inputs vldb 2001 a natsev , y chang , j smith , c li , j vitter nan nan","li. , c. , and vitter . j. 2001 . supporting incremental join queries on ranked inputs proceedings of the very large data bases conference ( vldb ; a natsev , y chang , j smith nan nan","supporting incremental join queries on ranked inputs a natsev , yc chang , jr smith , cs li , js vitter vldb , nan nan 2001.0",92.56198347107438,rapidfuzz,fuzzy,0
"priority assignment in real-time active databases r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham vldb j. 1996.0","priority assignment in real-time active databases the vldb journal the international journal on very large & hellip ; , rm sivasankaran , ja stankovic , d towsley , b nan 1996.0","priority assignment in real-time active databases the vldb journal the international journal on very large & hellip ; , rm sivasankaran , ja stankovic , d towsley , b nan 1996.0",71.7948717948718,rapidfuzz,fuzzy,1
constraint databases : a tutorial introduction sigmod record j bussche nan 2000.0,"constraint databases : a tutorial introduction . acms anthology sigmod record , nan nan 2000.0","constraint databases : a tutorial introduction j van den bussche sigmod record , nan nan 2000.0",92.04545454545455,rapidfuzz,fuzzy,0
theory of answering queries using views a halevy sigmod record 2000 nan nan nan,"theory of answering queries using views ay halevy sigmod record , nan nan 2000.0","theory of answering queries using views ay halevy sigmod record , nan nan 2000.0",91.82389937106919,rapidfuzz,fuzzy,1
"rainbow : distributed database system for classroom education and experimental research a helal , h li vldb nan nan 2000.0","rainbow : distributed database system for classroom education and experimental research proceedings of the international conference on very large & hellip ; , a helal , h li nan 2000.0","rainbow : distributed database system for classroom education and experimental research proceedings of the international conference on very large & hellip ; , a helal , h li nan 2000.0",77.77777777777779,rapidfuzz,fuzzy,1
data warehousing and olap for decision support ( tutorial ) nan nan 1997.0,"data warehousing and olap for decision support proceedings of the 1997 acm sigmod international conference & hellip ; , s chaudhuri , u dayal nan 1997.0","data warehousing and olap for decision support ( tutorial ) s chaudhuri , u dayal nan sigmod conference , nan",74.31693989071037,rapidfuzz,fuzzy,0
"lockx : a system for efficiently querying secure xml s cho , s amer-yahia , l lakshmanan , d srivastava 2003 nan sigmod conference nan","lockx : a system for efficiently querying secure xml . sr cho , s amer-yahia , lvs lakshmanan , d srivastava sigmod conference , nan nan 2003.0","lockx : a system for efficiently querying secure xml . sr cho , s amer-yahia , lvs lakshmanan , d srivastava sigmod conference , nan nan 2003.0",93.86281588447653,rapidfuzz,fuzzy,1
"m-tree : an efficient access method for similarity search in metric spaces 1997 p ciaccia , m patella , p zezula vldb nan","m-tree : an efficient access method for similarity search in metric spaces p ciaccia vldb , 1997.0","m-tree : an efficient access method for similarity search in metric spaces p ciaccia vldb , 1997.0",87.67123287671232,rapidfuzz,fuzzy,1
"cache tables : paving the way for an adaptive database cache 2003 m altinel , c bornhіvd , s krishnamurthy , c mohan , h pirahesh , b reinwald vldb nan","cache tables : paving the way for an adaptive database cache m altä ± nel , c bornhã ¶ vd , s krishnamurthy , c mohan , nan nan","cache tables : paving the way for an adaptive database cache m altä ± nel , c bornhã ¶ vd , s krishnamurthy , c mohan , nan nan",82.01438848920863,rapidfuzz,fuzzy,1
theory of dependence values r meo nan acm trans . database syst . 2000.0,"theory of dependence values acm transactions on database systems , 2000.0 r meo nan nan","theory of dependence values acm transactions on database systems , 2000.0 r meo nan nan",86.79245283018868,rapidfuzz,fuzzy,1
"similarity based retrieval of pictures using indices on spatial relationships vldb 1995 a sistla , c yu , c liu , k liu nan nan","similarity based retrieval of pictures using indices on spatial relationships a prasad sistla , c yu , c liu , k liu nan proc . 1995vldb conference , zurich , switzerland , nan","retrieval of pictures using a similarity based approach employing indices on spatial relationships ap sistla , c yu nan nan",83.2,rapidfuzz,fuzzy,0
"data quality and data cleaning : an overview sigmod conference 2003 t johnson , t dasu nan nan","data quality and data cleaning : an overview t johnson , t dasu nan nan nan","data quality and data cleaning : an overview t johnson , t dasu nan nan nan",84.02366863905326,rapidfuzz,fuzzy,1
"supporting efficient multimedia database exploration w li , k candan , k hirata , y hara vldb j. nan nan 2001.0","supporting efficient multimedia database exploration ws li , ks candan , k hirata , y hara 2001.0 nan the vldb journal the international journal on very large & hellip ; , nan","supporting efficient multimedia database exploration ws li , ks candan , k hirata , y hara 2001.0 nan the vldb journal the international journal on very large & hellip ; , nan",76.92307692307692,rapidfuzz,fuzzy,1
"implementing data cubes efficiently v harinarayan , a rajaraman , j ullman 1996 nan sigmod conference nan","andj . d. ullman . implementing data cubes efficiently proc . of , v harinarayan , a rajaraman nan nan","implementing data cubes efficiently 1996.0 v harinarayan , a rajaraman , jd ullman sigmod conference , nan",95.73459715639811,rapidfuzz,fuzzy,0
"declarative specification of web sites with strudel m fernandez , d florescu , a levy , d suciu 2000 nan vldb j. nan","declarative specification of web sites with strudel the vldb journal the international journal on very large & hellip ; , 2000.0 m fernã ¡ ndez , d florescu , a levy , d suciu nan nan","declarative specification of web sites with strudel the vldb journal the international journal on very large & hellip ; , 2000.0 m fernã ¡ ndez , d florescu , a levy , d suciu nan nan",73.57859531772574,rapidfuzz,fuzzy,1
"using quantitative information for efficient association rule generation b pєssas , w jr. , m carvalho , r resende sigmod record 2000 nan nan nan","using quantitative information for efficient association rule generation b pã ´ ssas , w meira jr , m carvalho , r resende j. braz . comp . soc , 2000.0","using quantitative information for efficient association rule generation b pã ´ ssas , w meira jr , m carvalho , r resende j. braz . comp . soc , 2000.0",79.46127946127946,rapidfuzz,fuzzy,1
"the effectiveness of gloss for the text database discovery problem l gravano , h garcia-molina , a tomasic nan sigmod conference 1994.0","the effectiveness of gloss for the text database recovery problem proc . of the acm sigmod conference , minneapolis , minnesota , l gravano , h garcia-molina , a tomasic nan nan","the effectiveness of gloss for the text database discovery problem l gravano , h garcia-molina , a tomasic sigmod conference , 1994.0 nan nan nan",96.42857142857143,rapidfuzz,fuzzy,0
"a unified framework for enforcing multiple access control policies s jajodia , p samarati , v subrahmanian , e bertino 1997 nan sigmod conference nan","a unified framework for enforcing multiple access control policies e bertino , s jajodia , p samarati , vs subrahmanian proceedings of acm sigmod conference on management of data , & hellip ; , nan nan nan","a unified framework for enforcing multiple access control policies s jajodia , p samarati , vs subrahmanian , e bertino nan nan",91.30434782608697,rapidfuzz,fuzzy,0
"m-tree : an efficient access method for similarity search in metric spaces 1997 p ciaccia , m patella , p zezula vldb nan","m-tree : an efficient access method for similarity search in metric t ciaccia , m patella , p zezula proc . 23rd int . conf . on vldb , nan nan nan","m-tree : an efficient access method for similarity search in metric spaces p ciaccia vldb , 1997.0",87.67123287671232,rapidfuzz,fuzzy,0
