query,actual,prediction,score,model,method,correct
casual games pack egames 19.99,egames . inc casual games pack nan 16.62,egames . inc casual games pack nan 16.62,77.14285714285715,rapidfuzz,fuzzy,1
punch ! super home suite punch ! software 49.99,punch software 38100 punch ! super home suite ( small box ) punch software 45.99,punch software punch ! super home suite nan 49.95,91.66666666666666,rapidfuzz,fuzzy,0
corefx three level core learning 59.95,sos aggregation company corefx three level-core learning ltd. nan 51.09,sos aggregation company corefx three level-core learning ltd. nan 51.09,62.38532110091744,rapidfuzz,fuzzy,1
chessmaster 9000 ( mac ) feral interactive 39.99,chessmaster 9000 : feral interactive nan 38.99,chessmaster 9000 : feral interactive nan 38.99,87.2340425531915,rapidfuzz,fuzzy,1
land before time : kindergarten brighter-minds-media-inc . 9.99,brighter minds land before time : kindergarten brighter-minds-media-inc . 9.99,brighter minds land before time : kindergarten brighter-minds-media-inc . 9.99,89.36170212765957,rapidfuzz,fuzzy,1
phase one capture one le phase one nan,phase one capture one le nan 76.99,phase one capture one le nan 76.99,77.77777777777779,rapidfuzz,fuzzy,1
diskeeper 2007 professional single lic pack diskeeper corporation 79.21,diskeeper 2007 professional nan 46.95,diskeeper corporation diskeeper 2007 professional edition complete package 1 workstation academic nan 29.99,70.78651685393258,rapidfuzz,fuzzy,0
sims 2 nightlife expansion pack aspyr media 34.99,aspyr media inc sims 2 nightlife nan 33.21,aspyr sims 2 nightlife expansion pack nan 35.99,91.66666666666666,rapidfuzz,fuzzy,0
entertainment partners budgeting ( mac ) entertainment partners 699.0,entertainment partners ep budgeting for film nan 415.99,entertainment partners ep budgeting for film nan 415.99,69.35483870967742,rapidfuzz,fuzzy,1
academy award winners yamaha 31.95,bobby walters academy award winners nan 23.59,bobby walters academy award winners nan 23.59,63.29113924050633,rapidfuzz,fuzzy,1
rollercoaster tycoon 3 : soaked aspyr media 19.99,rollercoaster tycoon 3 soaked nan 23.99,rollercoaster tycoon 3 soaked nan 23.99,79.54545454545455,rapidfuzz,fuzzy,1
swift publisher for mac global-marketing-partners 39.99,belight swift publisher page layout software global-marketing-partners 39.99,belight swift publisher page layout software global-marketing-partners 39.99,76.33587786259541,rapidfuzz,fuzzy,1
computrace lojack for laptops : 1 year subscription absolute software 49.99,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ) nan 41.97,computrace lojack for laptops 1 yr subscription nan 45.99,81.81818181818181,rapidfuzz,fuzzy,0
monopoly here & now encore 19.95,encore software 11180 monopoly here & now win 98 me 2000 xp nan 18.97,encore inc monopoly 3 nan 7.17,67.74193548387098,rapidfuzz,fuzzy,0
sony vegas 6 + dvd [ old version ] sony-pictures-digital-entertainment 899.95,vegas + dvd sony sony-pictures-digital-entertainment 899.99,vegas + dvd sony sony-pictures-digital-entertainment 899.99,85.29411764705883,rapidfuzz,fuzzy,1
peachtree by sage premium accounting 2007 accountants ' edition sage software 499.99,sage ( ptree ) premium accounting accountants edition 2007 nan 492.01,sage ( ptree ) premium accounting accountants edition 2007 nan 492.01,74.50980392156863,rapidfuzz,fuzzy,1
sony sound effects series vol 1 through 10 sony-pictures-digital-entertainment nan,madison media software ssda3000 sony sound effects series vol 1 through 10 sony-pictures-digital-entertainment 370.97,madison media software ssda3000 sony sound effects series vol 1 through 10 sony-pictures-digital-entertainment 370.97,81.4070351758794,rapidfuzz,fuzzy,1
punch ! home design architectural series 18 punch ! software 129.99,punch software 42100 punch ! home design architectural series 18 ( small box ) punch software 119.99,punch software 41100 punch ! home design architectural series 18 punch software 118.99,82.35294117647058,rapidfuzz,fuzzy,0
cakewalk sonar 6 producer ed cakewalk 799.0,cakewalk sonar 6 producers edition software music production software nan 459.95,cakewalk sonar home studio 6 software music production software nan 99.0,57.391304347826086,rapidfuzz,fuzzy,0
everquest : titanium sony-creative-software 19.95,sony online entertainment inc 41032 everquest : titanium win 2000 xp sony-creative-software 23.09,sony online entertainment inc 41032 everquest : titanium win 2000 xp sony-creative-software 23.09,63.01369863013699,rapidfuzz,fuzzy,1
sportsman 's double play masque publishing 19.95,masque publishing sportsmans double play nan 17.55,masque publishing sportsmans double play nan 17.55,87.75510204081633,rapidfuzz,fuzzy,1
3mds network operations manager diy annual subscptn 101 500u 3m nan,3mds network operations managerdiy annual subscptn 101 500u nan 144.63,3mds network operations managerdiy annual subscptn 101 500u nan 144.63,90.51094890510949,rapidfuzz,fuzzy,1
chicken hunter wanted jc encore 9.99,encore software 10760 chicken hunter wanted win 98 me 2000 xp nan 7.69,encore software 10760 chicken hunter wanted win 98 me 2000 xp nan 7.69,62.264150943396224,rapidfuzz,fuzzy,1
logic express 7 apple computer 299.0,apple/emagic logic express 7.2 software music production software nan 299.0,apple logic express 7.2 nan 299.99,74.28571428571429,rapidfuzz,fuzzy,0
student home learning system for pc/mac fogware publishing 139.99,student home learning system nan 109.99,student home learning system nan 109.99,71.15384615384616,rapidfuzz,fuzzy,1
micromat techtool protege with firewire device micromat nan,micromat techtool protege utility with 1gb firewire flash drive nan 219.99,micromat techtool protege utility with 1gb firewire flash drive nan 219.99,73.6842105263158,rapidfuzz,fuzzy,1
instant immersion italian platinum topics entertainment 129.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ) nan 129.99,topics entertainment instant immersion italian 2.0 nan 17.55,86.88524590163934,rapidfuzz,fuzzy,0
apple mac os x tiger 10.4.6 family pack ( mac ) apple computer 199.0,apple mac os x 10.4.6 tiger family pack nan 185.99,apple mac os x 10.4.6 tiger family pack nan 185.99,76.27118644067797,rapidfuzz,fuzzy,1
ae mappoint 2006 cd microsoft corp 49.95,microsoft b21-00806 ae mappoint 2006 cd nan 50.39,microsoft b21-00806 ae mappoint 2006 cd nan 50.39,71.91011235955057,rapidfuzz,fuzzy,1
marketcircle daylite v3 .0 ( mac ) csdc 149.0,marketcircle daylite 3 customer relationship management crm nan 125.99,daylite v3 .0 marketcircle ( mac 10.4 or later ) nan 149.0,77.66990291262135,rapidfuzz,fuzzy,0
quicken 2007 deluxe intuit 59.95,intuit quicken deluxe 2007 software for windows tax & finance software nan 54.95,quicken 2007 deluxe win cd intuit 57.99,84.50704225352112,rapidfuzz,fuzzy,0
jumpstart 4th-6th grade v 2.0 b43 knowledge adventure 19.99,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43 nan 16.93,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43 nan 16.93,89.76377952755905,rapidfuzz,fuzzy,1
photoshop elements 4 mac retail eng 1u ( 19230169 ) adobe 145.39,adobe photoshop elements 4.0 mac nan 79.99,adobe photoshop elements 4.0 mac nan 79.99,64.15094339622642,rapidfuzz,fuzzy,1
roxio easy media creator 9 roxio 99.95,roxio easy media creator 9 suite software for windows authoring software nan 98.95,roxio ( r ) easy media creator ( r ) 9 suite nan 99.99,71.73913043478262,rapidfuzz,fuzzy,0
middle school success essentials topics entertainment 29.99,topics entertainment middle school success essentials nan 17.55,topics entertainment middle school success essentials nan 17.55,90.1639344262295,rapidfuzz,fuzzy,1
civilization iv warlords ( mac ) aspyr media 29.99,civilization iv warlords expansion for mac nan 29.99,civilization iv mac os x aspyr nan 45.99,75.55555555555556,rapidfuzz,fuzzy,0
anime studio 5 win 98/me 2000/xp mac os 10.4 & up aladdin systems 49.99,allume anime studio 5 nan 44.99,studio plus version 11 pinnacle systems 90.99,55.172413793103445,rapidfuzz,fuzzy,0
tlc dr. seuss reading learning system 2008 encore 19.99,dr. seuss reading learning system 2008 encore nan 19.95,encore tlc dr seuss reading learning system 2008 nan 17.9,92.85714285714286,rapidfuzz,fuzzy,0
adobe creative suite cs3 design standard [ mac ] adobe 1199.0,adobe cs3 design standard nan 1243.99,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009 nan 1482.0,67.64705882352942,rapidfuzz,fuzzy,0
readiris pro 11 corporate edition ( mac ) iris 499.95,iris inc readiris pro 11 corporate edition nan 430.58,iris inc readiris pro 11 corporate edition nan 430.58,83.01886792452831,rapidfuzz,fuzzy,1
aircraft power pack for ms flight simulator red mile 29.99,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp nan 27.97,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp nan 27.97,71.69811320754718,rapidfuzz,fuzzy,1
kaspersky anti-virus 6.0 kaspersky lab 59.95,kaspersky anti-virus 6.0 ( pc ) nan 59.99,kaspersky anti-virus 6.0 ( pc ) nan 59.99,75.29411764705883,rapidfuzz,fuzzy,1
burning monkey solitaire 4.0 freeverse software 24.95,freeverse burning monkey solitaire 4.0 nan 24.95,freeverse burning monkey solitaire 4.0 nan 24.95,91.0891089108911,rapidfuzz,fuzzy,1
adobe captivate 2.0 adobe 1083.95,adobe captivate 2 software for windows presentation software nan 598.95,adobe 09951404 solution expert annu all adobe 233.99,54.117647058823536,rapidfuzz,fuzzy,0
jumpstart advanced 3rd grade v2 .0 knowledge adventure 19.99,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure nan 19.99,jumpstart advanced 1st grade knowledge adventure nan 19.99,88.13559322033898,rapidfuzz,fuzzy,0
imsi turbocad designer v. 11 imsi 39.99,imsi turbocad designer 11 nan 12.9,imsi turbocad designer 11 nan 12.9,79.45205479452055,rapidfuzz,fuzzy,1
44 years of the fantastic four git corp 49.99,git 44 years of marvel fantastic 4 dvd-rom nan 42.99,git 44 years of marvel fantastic 4 dvd-rom nan 42.99,63.91752577319587,rapidfuzz,fuzzy,1
dreamweaver cs3 9 mac ed 1u adobe-education-box 199.0,adobe dreamweaver cs3 academic adobe-education-box 195.99,adobe dreamweaver cs3 academic adobe-education-box 195.99,74.54545454545455,rapidfuzz,fuzzy,1
age of empires iii : the warchiefs expansion pack ( mac ) destineer 34.95,destineer inc age of empires iii : the warchiefs expansion pack nan 26.14,destineer inc age of empires iii : the warchiefs expansion pack nan 26.14,86.3013698630137,rapidfuzz,fuzzy,1
hallmark blank greeting cards half-fold matte premium 20 count nova development 12.99,hallmark half-fold matte prem . blank greeting cards ( 20 pack ) ( paper ) nan 10.99,hallmark blank greeting cards half-fold matte premium 20 count ( 2050xf ) nan 14.39,82.14285714285714,rapidfuzz,fuzzy,0
train sim modeler design studio abacus 39.99,abacus train sim modeler nan 29.84,abacus train sim modeler nan 29.84,69.23076923076923,rapidfuzz,fuzzy,1
mobi recam camera monitoring and notification software mobi 119.99,mobi-cam 70008 monitoring and notification software mobi-technologies-inc . 89.69,mobi-cam 70008 monitoring and notification software mobi-technologies-inc . 89.69,69.38775510204081,rapidfuzz,fuzzy,1
professor teaches windows xp individual software 19.99,professor teaches windows xp individual software nan 19.99,individual software professor teaches windows xp nan 19.99,96.42857142857143,rapidfuzz,fuzzy,0
age of empires iii : the warchiefs expansion pack ( mac ) destineer 34.95,age of empires iii : warchiefs expansion pack nan 34.95,destineer inc age of empires iii : the warchiefs expansion pack nan 26.14,86.3013698630137,rapidfuzz,fuzzy,0
ilisten with headset microphone 1.7 csdc nan,macspeech ilisten with headset and microphone nan 149.99,macspeech ilisten with headset and microphone nan 149.99,80.0,rapidfuzz,fuzzy,1
star wars empire at war ( intel only macs ) aspyr media 49.99,aspyr star wars empire at war nan 47.99,star wars empire at war ( mac intel ) nan 49.99,85.18518518518519,rapidfuzz,fuzzy,0
rainbow fish and the whale ( win/mac ) global-software-publishing 9.99,global software a2649m2h rainbow fish & the whale win 95 98 me xp/mac 8.6-9.x ( classic ) x v10 .1 or higher global-software-publishing 8.79,world of rainbow fish ( a9839m2h ) global-software-publishing 19.19,75.91240875912408,rapidfuzz,fuzzy,0
upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8 enfocus software 499.0,enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac enfocus 471.99,enfocus ss3.5-ug-001 pitstop server v. 3.5 upgrade package 1 server for windows and mac enfocus 471.99,58.88888888888889,rapidfuzz,fuzzy,1
punch ! professional home design platinum v10 punch ! software 99.0,punch software professional home design platinum version 10 nan 99.99,punch software professional home design platinum version 10 nan 99.99,80.88235294117648,rapidfuzz,fuzzy,1
global software smart steps 2nd grade windows macintosh ) global software nan,global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista nan 9.08,global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista nan 9.08,62.96296296296296,rapidfuzz,fuzzy,1
hasbro family game collection 2006 encore software 19.99,encore software 11273 hasbro family collection 2006 sb cs by hasbro nan 17.97,encore software 11273 hasbro family collection 2006 sb cs by hasbro nan 17.97,76.69172932330828,rapidfuzz,fuzzy,1
instant play electric guitar deluxe topics entertainment 39.99,topics entertainment topics entertainment play electric guitar deluxe windows nan 39.9,topics entertainment instant play guitar deluxe v2 .0 nan 31.06,80.0,rapidfuzz,fuzzy,0
home design architect series 3000 v10 .0 punch ! software 149.95,punch software 83100 punch ! home design architectural series 3000 v 10 ( win 98 me nt 2000 xp ) nan 124.97,punch software 41100 punch ! home design architectural series 18 punch software 118.99,70.66666666666667,rapidfuzz,fuzzy,0
logic express 7 apple computer 299.0,apple logic express 7.2 nan 299.99,apple logic express 7.2 nan 299.99,74.28571428571429,rapidfuzz,fuzzy,1
printmaster gold v 17.0 nova development 19.95,printmaster gold v 17.0 ( win 98 me 2000 xp ) nan 19.95,encore inc printmaster gold v 17.0 nan 17.1,74.15730337078652,rapidfuzz,fuzzy,0
power production storyboard artist 4 power production nan,power production power production storyboard artist software animation software nan 498.95,power production power production storyboard artist software animation software nan 498.95,77.55102040816327,rapidfuzz,fuzzy,1
art explosion 600 000 images nova development 79.99,nova development corp art explosion 600000 images nan 72.86,nova development corp art explosion 600000 images nan 72.86,83.63636363636364,rapidfuzz,fuzzy,1
apple . mac 4.0 online service family pack apple 179.95,apple . mac 4.0 family pack ( new or renewal ) nan 145.99,apple . mac 4.0 family pack ( new or renewal ) nan 145.99,67.85714285714286,rapidfuzz,fuzzy,1
microspot x-rip ( mac ) microspot ltd 349.99,microspot x-rip large format print driver for os x nan 335.99,microsoft ( r ) access 2007 nan 109.99,60.97560975609756,rapidfuzz,fuzzy,0
apple iwork '06 ( mac dvd ) apple 79.0,apple iwork '06 nan 79.99,iwork '06 ( mac ) apple nan 79.99,76.05633802816901,rapidfuzz,fuzzy,0
microsoft office & windows training professional topics entertainment 49.95,microsoft office and windows training professional nan 29.99,microsoft office and windows training professional nan 29.99,78.51851851851852,rapidfuzz,fuzzy,1
adobe premiere pro cs3 adobe 799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows nan 723.95,adobe premiere pro cs3 academic nan 339.99,76.31578947368422,rapidfuzz,fuzzy,0
spongebob squarepants typing 2008 win/mac encore software 19.95,encore inc spongebob squarepants typing fun nan 17.1,encore inc spongebob squarepants typing fun nan 17.1,71.30434782608695,rapidfuzz,fuzzy,1
apple ilife '06 ( mac dvd ) [ older version ] apple computer 79.0,ilife '06 mac apple ma166z/a nan 47.8,apple apple mac os x server 10 4 7 10 client nan 499.0,60.504201680672274,rapidfuzz,fuzzy,0
mozy 3.0 simply-put-software-llc nan,simply put software llc mozy 3.0 simply-put-software-llc 43.3,simply put software llc mozy 3.0 simply-put-software-llc 43.3,68.04123711340206,rapidfuzz,fuzzy,1
encyclopedia britannica deluxe 2008 win/mac avanquest 29.95,britannica deluxe 2008 nan 26.5,avanquest encyclopedia britannica 2006 nan 29.0,83.01886792452831,rapidfuzz,fuzzy,0
sunset boulevard yamaha 31.95,mike garson andrew lloyd webber andrew lloyd webber favorites featuring sunset boulevard nan 23.59,wacky bird hunter nan 8.95,50.90909090909091,rapidfuzz,fuzzy,0
fun for kids : preschool kindergarten featuring disney topics entertainment 29.99,fun for kids featuring disney preschool to kindergarten topics nan 29.99,fun for kids featuring disney preschool to kindergarten topics nan 29.99,84.9673202614379,rapidfuzz,fuzzy,1
photoedit 2 ( mac ) macware 29.99,summitsoft corp photoedit 2 nan 26.14,the print shop ( r ) 22 nan 29.99,60.60606060606061,rapidfuzz,fuzzy,0
morpheus photo animation suite smith-micro-software-inc . 49.99,allume morpheus photo animation suite smith-micro-software-inc . 41.99,allume morpheus photo animation suite smith-micro-software-inc . 41.99,93.23308270676691,rapidfuzz,fuzzy,1
podmaxx '07 bling 29.99,podmaxx '07 eb carlson nan 29.99,podmaxx '07 eb carlson nan 29.99,72.72727272727273,rapidfuzz,fuzzy,1
evergirl thq 14.99,evergirl : pc cd-rom video game nan 14.99,evergirl : pc cd-rom video game nan 14.99,50.847457627118644,rapidfuzz,fuzzy,1
zoo tycoon 2 : marine mania expansion microsoft 19.99,zoo tycoon for windows nan 25.99,sony playstation 2 : beatmania nan 19.99,60.215053763440864,rapidfuzz,fuzzy,0
master server-upg novastor corporation nan,master server-upg nan 174.99,master server-upg nan 174.99,62.857142857142854,rapidfuzz,fuzzy,1
adobe creative suite cs3 production premium upgrade adobe 799.0,production prem cs3 mac upgrad nan 808.15,adobe cs3 production premium upgrade nan 822.99,70.9090909090909,rapidfuzz,fuzzy,0
clickart fonts ( 2006 ) by encore encore software 19.99,encore software 10463 clickart fonts ( 2006 ) by encore nan 17.97,encore software 10463 clickart fonts ( 2006 ) by encore nan 17.97,88.33333333333333,rapidfuzz,fuzzy,1
iriscard pro business card scanner iris 199.99,iris card pro navarre distribution services 198.87,business cards certificates brochures nan 19.99,60.215053763440864,rapidfuzz,fuzzy,0
american idol extreme music creator sony media 49.95,sony media software american idol extreme music creator software music production software nan 49.95,sony media software american idol extreme music creator software music production software nan 49.95,68.42105263157895,rapidfuzz,fuzzy,1
jewels of cleopatra encore software 19.95,encore software 11861 jewels of cleopatra win xp vista nan 18.97,encore software 11861 jewels of cleopatra win xp vista nan 18.97,74.28571428571429,rapidfuzz,fuzzy,1
english literature basics ( win/mac ) ( jewel case ) fogware publishing 9.99,elementary school english literature basics ( pc/mac ) fogware nan 9.99,elementary school english literature basics ( pc/mac ) fogware nan 9.99,69.38775510204081,rapidfuzz,fuzzy,1
instant immersion italian v2 .0 ( large box ) topics entertainment 29.99,topics entertainment instant immersion italian 2.0 nan 17.55,instant immersion italian 2.0 topics entertainment 20.99,84.375,rapidfuzz,fuzzy,0
3d home architect landscape v. 8 by encore software encore software 39.99,encore software 10636 3d home architect landscape v. 8by nan 25.97,3d home architect landscape v. 8by encore software nan 26.36,78.19548872180451,rapidfuzz,fuzzy,0
jumpstart world 1st grade knowledge adventure 19.99,knowledge adventure inc. 20223 jumpstart world 1st grade mini box nan 16.93,jumpstart advanced 1st grade knowledge adventure nan 19.99,84.40366972477065,rapidfuzz,fuzzy,0
corel dvd moviefactory 6.0 corel 49.99,corel ulead dvd moviefactory 6 software for windows authoring software nan 49.95,corel corel word perfect office 12 upgrade nan 49.99,60.0,rapidfuzz,fuzzy,0
tropico 2 : pirate cove ( mac ) destineer inc 29.99,destineer tropico 2 : pirate cove nan 29.99,destineer tropico 2 : pirate cove nan 29.99,89.36170212765957,rapidfuzz,fuzzy,1
ulead systems dvd workshop 2 ulead systems 494.99,corel ulead dvd workshop 2 authoring software nan 299.95,corel ulead dvd workshop 2 authoring software nan 299.95,55.23809523809524,rapidfuzz,fuzzy,1
quickverse mac bible study 2007 gold box findex 349.95,findex.com inc quickverse mac bible study 2007 gold box nan 215.42,findex.com inc quickverse mac bible study 2007 gold box nan 215.42,81.66666666666667,rapidfuzz,fuzzy,1
the print shop 22 sb cs by the print shop encore software nan,encore software 10691 the print shop 22 sb cs by the print shop nan 25.97,encore software 10691 the print shop 22 sb cs by the print shop nan 25.97,91.04477611940298,rapidfuzz,fuzzy,1
close quarters conflict groove media 19.99,groove media inc close quarters conflict nan 16.37,groove media inc close quarters conflict nan 16.37,84.78260869565217,rapidfuzz,fuzzy,1
dvo cook 'n deluxe 6.0 ultimate recipe organizer dvo enterprises 39.99,dvo enterprises inc. cookn deluxe 6.0 nan 34.99,dvo enterprises inc. cookn deluxe 6.0 nan 34.99,70.08547008547008,rapidfuzz,fuzzy,1
ulead videostudio 11 corel 89.99,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software nan 89.95,allume anime studio pro nan 179.99,57.57575757575757,rapidfuzz,fuzzy,0
gmp data rescue license 24300 ) global-marketing-partners 349.0,prosoft engineering data rescue universal license global-marketing-partners 236.34,prosoft engineering data rescue universal license global-marketing-partners 236.34,68.96551724137932,rapidfuzz,fuzzy,1
steinberg halion symphonic orchestra virtual instrument ( academic version ) steinberg 374.99,steinberg software halion symphonic orchestra educational edition nan 545.51,steinberg software halion symphonic orchestra educational edition nan 545.51,59.171597633136095,rapidfuzz,fuzzy,1
adobe premiere pro cs3 adobe 799.0,adobe premiere pro cs3 video editing software for windows professional editing software nan 798.95,adobe premiere pro cs3 academic nan 339.99,76.31578947368422,rapidfuzz,fuzzy,0
emedia piano and keyboard method volume 1 emedia 59.99,emedia music corp emedia piano & keyboard method nan 49.21,emedia music corp emedia piano & keyboard method nan 49.21,71.42857142857143,rapidfuzz,fuzzy,1
punch ! master landscape professional & home design v 10.0 punch ! software 69.95,punch software master landscape professional & home design v 10.0 nan 69.99,punch software master landscape professional & home design v 10.0 nan 69.99,89.74358974358975,rapidfuzz,fuzzy,1
3d home architect home v. 8 by encore software encore software 39.99,3d home architect home v. 8by encore software nan 33.92,encore software 10634 3d home architect home v. 8 by nan 33.97,80.0,rapidfuzz,fuzzy,0
rollercoaster tycoon 3 ( mac ) aspyr media 49.99,aspyr roller coaster tycoon 3 mac os x nan 45.99,aspyr roller coaster tycoon 3 mac os x nan 45.99,66.66666666666667,rapidfuzz,fuzzy,1
adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ) adobe software 273.0,adobe acrobat v8 .0 professional for mac upgrade nan 145.99,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ) nan 157.36,58.75,rapidfuzz,fuzzy,0
pc tools spyware doctor 2007 sb cs by pc tools encore software 29.99,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools nan 25.97,encore software 10991 pc tools spyware doctor 2007 sbcs by pc tools nan 25.97,86.89655172413792,rapidfuzz,fuzzy,1
webroot spysweeper antispyware 3 user webroot software 39.99,webroot software 65210 spy sweeper 3 pc webroot software 31.99,webroot software 65210 spy sweeper 3 pc webroot software 31.99,78.68852459016394,rapidfuzz,fuzzy,0
